,Shape,Price,Carat,CutGrade,Color,Clarity,report
43,Oval,"$4,600",2.12,Very Good,F,VS2,GIA
44,Oval,"$4,620",2.14,Very Good,G,VS1,GIA
45,Oval,"$4,640",2.14,Very Good,F,VS2,GIA
46,Oval,"$4,640",2.05,Very Good,E,VS2,GIA
47,Oval,"$4,670",2.00,Very Good,F,VS1,GIA
48,Oval,"$4,670",2.00,Very Good,F,VS1,GIA
49,Oval,"$4,690",2.01,Very Good,F,VS1,GIA
50,Oval,"$4,690",2.01,Very Good,F,VS1,GIA
51,Oval,"$4,690",2.01,Very Good,F,VS1,GIA
52,Oval,"$4,690",2.01,Very Good,F,VS1,GIA
53,Oval,"$4,710",2.08,Very Good,E,VS2,GIA
54,Oval,"$4,720",2.02,Very Good,F,VS1,GIA
55,Oval,"$4,720",2.38,Very Good,H,VS1,GIA
56,Oval,"$4,750",2.20,Very Good,G,VS1,GIA
57,Oval,"$4,750",2.22,Very Good,G,VS2,GIA
58,Oval,"$4,760",2.04,Very Good,F,VS1,GIA
59,Oval,"$4,760",2.04,Very Good,F,VS1,GIA
60,Oval,"$4,760",2.04,Very Good,F,VS1,GIA
61,Oval,"$4,780",2.01,Very Good,G,VVS2,GIA
62,Oval,"$4,780",2.01,Very Good,G,VVS2,GIA
63,Oval,"$4,820",2.22,Very Good,F,VS2,GIA
64,Oval,"$4,850",2.04,Very Good,G,VVS2,GIA
65,Oval,"$4,850",2.04,Very Good,G,VVS2,GIA
66,Oval,"$4,880",2.05,Very Good,G,VVS2,GIA
67,Oval,"$4,880",2.26,Very Good,G,VS1,GIA
68,Oval,"$4,890",2.16,Very Good,E,VS2,GIA
69,Oval,"$4,900",2.10,Very Good,F,VS1,GIA
70,Oval,"$4,920",2.27,Very Good,F,VS2,GIA
71,Oval,"$4,920",2.27,Very Good,F,VS2,GIA
72,Oval,"$4,970",2.13,Very Good,F,VS1,GIA
73,Oval,"$5,000",2.14,Very Good,F,VS1,GIA
74,Oval,"$5,020",2.15,Very Good,F,VS1,GIA
75,Oval,"$5,040",2.12,Very Good,G,VVS2,GIA
76,Oval,"$5,050",2.23,Very Good,E,VS2,GIA
77,Oval,"$5,070",2.17,Very Good,F,VS1,GIA
78,Oval,"$5,070",2.17,Very Good,F,VS1,GIA
79,Oval,"$5,180",2.00,Very Good,E,VS1,GIA
80,Oval,"$5,190",2.18,Very Good,G,VVS2,GIA
81,Oval,"$5,210",2.23,Very Good,F,VS1,GIA
82,Oval,"$5,230",2.02,Very Good,E,VS1,GIA
83,Oval,"$5,230",2.24,Very Good,F,VS1,GIA
84,Oval,"$5,230",2.24,Very Good,F,VS1,GIA
85,Oval,"$5,240",2.31,Very Good,G,VS2,GIA
86,Oval,"$5,250",2.64,Very Good,H,VS1,GIA
87,Oval,"$5,300",2.27,Very Good,F,VS1,GIA
88,Oval,"$5,300",2.27,Very Good,F,VS1,GIA
89,Oval,"$5,300",2.02,Very Good,F,VVS2,GIA
90,Oval,"$5,310",2.23,Very Good,G,VVS2,GIA
91,Oval,"$5,310",2.23,Very Good,G,VVS2,GIA
92,Oval,"$5,310",2.05,Very Good,E,VS1,GIA
93,Oval,"$5,320",2.30,Very Good,G,VS1,GIA
94,Oval,"$5,340",2.13,Very Good,D,VS2,GIA
95,Oval,"$5,360",2.04,Very Good,F,VVS2,GIA
96,Oval,"$5,400",2.27,Very Good,G,VVS2,GIA
97,Oval,"$5,420",2.34,Very Good,G,VS1,GIA
98,Oval,"$5,430",2.28,Very Good,G,VVS2,GIA
99,Oval,"$5,460",2.36,Very Good,G,VS1,GIA
100,Oval,"$5,480",2.33,Very Good,F,VS2,GIA
101,Oval,"$5,500",2.34,Very Good,F,VS2,GIA
102,Oval,"$5,510",2.13,Very Good,E,VS1,GIA
103,Oval,"$5,540",2.14,Very Good,E,VS1,GIA
104,Oval,"$5,620",2.14,Very Good,F,VVS2,GIA
105,Oval,"$5,690",2.20,Very Good,E,VS1,GIA
106,Oval,"$5,690",2.20,Very Good,E,VS1,GIA
107,Oval,"$5,700",2.17,Very Good,F,VVS2,GIA
108,Oval,"$5,720",2.21,Very Good,E,VS1,GIA
109,Oval,"$5,750",2.22,Very Good,E,VS1,GIA
110,Oval,"$5,760",2.45,Very Good,F,VS2,GIA
111,Oval,"$5,780",2.33,Very Good,F,VS1,GIA
112,Oval,"$5,790",2.50,Very Good,G,VS2,GIA
113,Oval,"$5,820",2.30,Very Good,E,VS2,GIA
114,Oval,"$5,850",2.26,Very Good,E,VS1,GIA
115,Oval,"$5,860",2.01,Very Good,D,VS1,GIA
116,Oval,"$5,870",2.50,Very Good,G,VS1,GIA
117,Oval,"$5,870",2.32,Very Good,E,VS2,GIA
118,Oval,"$5,890",2.51,Very Good,G,VS1,GIA
119,Oval,"$5,900",2.37,Very Good,G,VVS2,GIA
120,Oval,"$5,900",2.38,Very Good,F,VS1,GIA
121,Oval,"$5,910",2.25,Very Good,F,VVS2,GIA
122,Oval,"$5,990",2.55,Very Good,G,VS1,GIA
123,Oval,"$5,990",2.28,Very Good,F,VVS2,GIA
124,Oval,"$6,100",2.60,Very Good,G,VS1,GIA
125,Oval,"$6,280",2.22,Very Good,E,VVS2,GIA
126,Oval,"$6,290",2.16,Very Good,D,VS1,GIA
127,Oval,"$6,320",2.69,Very Good,G,VS1,GIA
128,Oval,"$6,420",2.50,Very Good,F,VS2,GIA
129,Oval,"$6,450",2.30,Very Good,E,VS1,GIA
130,Oval,"$6,450",2.30,Very Good,E,VS1,GIA
131,Oval,"$6,450",2.30,Very Good,E,VS1,GIA
132,Oval,"$6,470",2.00,Very Good,D,VVS2,GIA
133,Oval,"$6,480",2.29,Very Good,E,VVS2,GIA
134,Oval,"$6,500",2.33,Very Good,F,VVS2,GIA
135,Oval,"$6,500",2.33,Very Good,F,VVS2,GIA
136,Oval,"$6,640",2.38,Very Good,F,VVS2,GIA
137,Oval,"$6,720",2.62,Very Good,F,VS2,GIA
138,Oval,"$6,750",2.42,Very Good,F,VVS2,GIA
139,Oval,"$6,770",2.71,Very Good,G,VS1,GIA
140,Oval,"$6,820",2.43,Very Good,E,VS1,GIA
141,Oval,"$6,840",2.64,Very Good,F,VS2,GIA
142,Oval,"$6,890",2.50,Very Good,F,VS1,GIA
143,Oval,"$6,960",2.57,Very Good,F,VS1,GIA
144,Oval,"$6,990",2.49,Very Good,E,VS1,GIA
145,Oval,"$7,050",2.53,Very Good,F,VS1,GIA
146,Oval,"$7,080",2.62,Very Good,G,VVS2,GIA
147,Oval,"$7,230",3.00,Very Good,H,VS2,GIA
148,Oval,"$7,460",2.95,Very Good,G,VS2,GIA
149,Oval,"$7,630",2.51,Very Good,F,VVS2,GIA
150,Oval,"$7,740",2.50,Very Good,E,VS1,GIA
151,Oval,"$7,750",2.55,Very Good,F,VVS2,GIA
152,Oval,"$7,890",2.62,Very Good,F,VVS2,GIA
153,Oval,"$7,920",2.63,Very Good,F,VVS2,GIA
154,Oval,"$7,950",2.59,Very Good,F,VVS2,GIA
155,Oval,"$7,990",2.58,Very Good,E,VS1,GIA
156,Oval,"$8,640",2.60,Very Good,F,VVS2,GIA
157,Oval,"$8,770",3.01,Very Good,G,VS2,GIA
158,Oval,"$9,910",2.96,Very Good,E,VS1,GIA
159,Oval,"$9,990",2.61,Very Good,D,VVS2,GIA
160,Oval,"$10,060",2.63,Very Good,D,VVS2,GIA
161,Oval,"$10,160",3.03,Very Good,G,VS1,GIA
162,Oval,"$10,900",3.00,Very Good,F,VS1,GIA
163,Oval,"$10,900",3.41,Very Good,G,VS1,GIA
164,Oval,"$10,940",3.01,Very Good,F,VS1,GIA
165,Oval,"$10,940",3.01,Very Good,F,VS1,GIA
166,Oval,"$11,020",3.01,Very Good,F,VS1,GIA
167,Oval,"$11,050",3.04,Very Good,F,VS1,GIA
168,Oval,"$11,490",3.16,Very Good,F,VS1,GIA
169,Oval,"$11,810",3.25,Very Good,F,VS1,GIA
170,Oval,"$11,870",3.50,Very Good,G,VS1,GIA
171,Oval,"$11,930",3.06,Very Good,F,VVS2,GIA
172,Oval,"$12,200",3.13,Very Good,F,VVS2,GIA
173,Oval,"$12,660",3.32,Very Good,F,VVS2,GIA
174,Oval,"$12,950",3.02,Very Good,D,VS1,GIA
175,Oval,"$13,020",3.01,Very Good,E,VVS2,GIA
176,Oval,"$13,180",3.51,Very Good,G,VVS2,GIA
177,Oval,"$13,180",3.50,Very Good,E,VS2,GIA
178,Oval,"$13,590",3.17,Very Good,D,VS1,GIA
179,Oval,"$14,140",3.69,Very Good,F,VS1,GIA
180,Oval,"$14,410",3.76,Very Good,F,VS1,GIA
181,Oval,"$25,250",5.01,Very Good,E,VS1,GIA
